speciesKey,scientificName,rank,taxonomicStatus,kingdom,includes
1787504,"Actebia praecox Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1787504: Actebia praecox Linnaeus, 1758"
1787506,"Actebia fennica Tauscher, 1806",SPECIES,ACCEPTED,Animalia,"1787506: Actebia fennica Tauscher, 1806"
1787590,"Hadena compta (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"9516407: Dianthoecia compta (Denis & Schiffermüller, 1775) | 11952006: Harmodia compta (Denis & Schiffermüller, 1775)"
1787610,"Hadena perplexa (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"9442537: Dianthoecia carpophaga (Borkhausen, 1792)"
1787631,"Hadena irregularis Hufnagel, 1766",SPECIES,ACCEPTED,Animalia,"12112735: Dianthoecia irregularis (Hufnagel, 1766)"
1787841,"Hadena capsincola (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"9369707: Dianthoecia capsincola (Denis & Schiffermüller, 1775)"
1788425,"Mesapamea secalis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"9334160: Hadena secalis (Linnaeus, 1758)"
1788522,"Mamestra brassicae Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1788522: Mamestra brassicae Linnaeus, 1758 | 10651176: Barathra brassicae (Linnaeus, 1758)"
1788635,"Catephia alchymista (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1788635: Catephia alchymista (Denis & Schiffermüller), 1775"
1789071,Hecatera cappa Hübner,SPECIES,ACCEPTED,Animalia,"9627232: Mamestra cappa (Hübner, 1809)"
1789076,"Hecatera dysodea (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"9527188: Mamestra chrysozona (Borkhausen, 1792)"
1789086,"Hecatera bicolorata Hufnagel, 1766",SPECIES,ACCEPTED,Animalia,"9264898: Mamestra serena (Denis & Schiffermüller, 1775) | 9573598: Polia serena (Denis & Schiffermüller, 1775)"
1789267,"Dryobotodes eremita Fabricius, 1775",SPECIES,ACCEPTED,Animalia,"1789260: Dryobotodes protea (Denis & Schiffermüller), 1775"
1789580,"Anarta myrtilli Linnaeus, 1761",SPECIES,ACCEPTED,Animalia,"1789580: Anarta myrtilli Linnaeus, 1761"
1789695,"Noctua pronuba Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"9266432: Agrotis pronuba (Linnaeus, 1758) | 9454763: Triphaena pronuba (Linnaeus, 1758)"
1789730,Noctua comes Hübner,SPECIES,ACCEPTED,Animalia,"9242998: Triphaena comes (Hübner, 1813) | 10551844: Agrotis comes (Hübner, 1813)"
1789745,"Noctua fimbriata Schreber, 1759",SPECIES,ACCEPTED,Animalia,"9313140: Triphaena fimbria (Linnaeus, 1767) | 9625536: Agrotis fimbria (Linnaeus, 1767)"
1789755,"Noctua orbona Hufnagel, 1766",SPECIES,ACCEPTED,Animalia,"9381817: Agrotis orbona (Hufnagel, 1766) | 9575300: Triphaena orbona (Hufnagel, 1766)"
1789783,"Noctua janthina (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"9269761: Triphaena janthina (Denis & Schiffermüller, 1775)"
1789849,"Archanara dissoluta Treitschke, 1825",SPECIES,ACCEPTED,Animalia,"1789849: Archanara dissoluta Treitschke, 1825"
1789982,"Agrochola litura Linnaeus, 1761",SPECIES,ACCEPTED,Animalia,"9391434: Orthosia litura (Linnaeus, 1761) | 11963170: Amathes litura (Linnaeus, 1761)"
1790361,"Xylena vetusta Hübner, 1813",SPECIES,ACCEPTED,Animalia,"9401240: Calocampa vetusta (Hübner, 1813)"
1790625,"Rhyacia simulans Hufnagel, 1766",SPECIES,ACCEPTED,Animalia,"1790625: Rhyacia simulans Hufnagel, 1766"
1790651,"Rhyacia lucipeta (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1790651: Rhyacia lucipeta (Denis & Schiffermüller), 1775"
1790692,"Tyta luctuosa (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1790692: Tyta luctuosa (Denis & Schiffermüller), 1775 | 9291690: Acontia luctuosa (Denis & Schiffermüller, 1775)"
1790816,"Minucia lunaris (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1790816: Minucia lunaris (Denis & Schiffermüller), 1775"
1791132,"Lygephila lusoria Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1791132: Lygephila lusoria Linnaeus, 1758"
1791422,"Craniophora ligustri (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1791422: Craniophora ligustri (Denis & Schiffermüller), 1775"
1791784,"Graphiphora augur (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"1791784: Graphiphora augur (Fabricius, 1775) | 10167514: Agrotis augur (Fabricius, 1775)"
1792061,"Egira conspicillaris Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1792061: Egira conspicillaris Linnaeus, 1758 | 10475178: Xylomania conspicillaris (Linnaeus, 1758)"
1792292,"Actinotia polyodon (Clerck, 1759)",SPECIES,ACCEPTED,Animalia,"1792292: Actinotia polyodon (Clerck, 1759) | 9567550: Chloantha polyodon (Clerck, 1759)"
1792300,"Actinotia radiosa (Esper, 1804)",SPECIES,ACCEPTED,Animalia,"9259169: Chloantha radiosa (Esper, 1804)"
1792377,"Photedes fluxa Hübner, 1809",SPECIES,ACCEPTED,Animalia,"12098887: Arenostola fluxa (Hübner, 1809)"
1792411,"Autographa pulchrina (Haworth, 1809)",SPECIES,ACCEPTED,Animalia,"1792411: Autographa pulchrina (Haworth, 1809) | 8179868: Plusia pulchrina (Haworth, 1809)"
1792414,"Autographa bractea (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1792414: Autographa bractea (Denis & Schiffermüller), 1775 | 9428552: Plusia bractea (Denis & Schiffermüller, 1775)"
1792418,"Autographa gamma (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1792418: Autographa gamma (Linnaeus, 1758) | 9338897: Plusia gamma (Linnaeus, 1758)"
1792426,"Autographa jota (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1792426: Autographa jota (Linnaeus, 1758) | 9241542: Plusia jota (Linnaeus, 1758)"
1792431,"Autographa mandarina (Freyer, 1845)",SPECIES,ACCEPTED,Animalia,"1792431: Autographa mandarina (Freyer, 1845)"
1792449,"Autographa buraetica (Staudinger, 1892)",SPECIES,ACCEPTED,Animalia,"1792449: Autographa buraetica (Staudinger, 1892)"
1792645,"Jodia croceago (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"9423497: Hoporina croceago (Denis & Schiffermüller, 1775)"
1792996,"Peridroma saucia Hübner, 1808",SPECIES,ACCEPTED,Animalia,"1792996: Peridroma saucia Hübner, 1808"
1793877,"Panolis flammea (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1793871: Panolis griseovariegata Goeze, 1781 | 1793877: Panolis flammea (Denis & Schiffermüller), 1775"
1793986,"Cryptocala chardinyi Boisduval, 1828",SPECIES,ACCEPTED,Animalia,"1793986: Cryptocala chardinyi Boisduval, 1828"
1794361,"Eriopygodes imbecillus (Fabricius, 1794)",SPECIES,DOUBTFUL,Animalia,"10439357: Mythimna imbecilla (Fabricius, 1794)"
1794590,"Lycophotia porphyrea (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1794590: Lycophotia porphyrea (Denis & Schiffermüller), 1775 | 9876669: Agrotis strigula (Thunberg, 1788)"
1794599,Lycophotia molothina Esper,SPECIES,ACCEPTED,Animalia,1794599: Lycophotia molothina Esper
1795215,"Cryphia algae (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"1795215: Cryphia algae (Fabricius, 1775) | 9506512: Bryophila algae (Fabricius, 1775)"
1795282,Cryphia fraudatricula (Hübner),SPECIES,ACCEPTED,Animalia,1795282: Cryphia fraudatricula (Hübner)
1795349,"Cryphia receptricula (Hübner, 1803)",SPECIES,ACCEPTED,Animalia,"1795349: Cryphia receptricula (Hübner, 1803)"
1795854,"Apamea lateritia (Hufnagel, 1766)",SPECIES,ACCEPTED,Animalia,"9404448: Hadena lateritia (Hufnagel, 1766)"
1795930,"Apamea furva (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"10108711: Hadena furva (Denis & Schiffermüller, 1775)"
1795946,Apamea sublustris (Esper),SPECIES,ACCEPTED,Animalia,"10236679: Hadena sublustris (Esper, 1788) | 12090096: Parastichtis sublustris (Esper, 1788)"
1796117,"Apamea sordens (Hufnagel, 1766)",SPECIES,ACCEPTED,Animalia,"9612860: Hadena basilinea (Denis & Schiffermüller, 1775)"
1796145,"Apamea monoglypha (Hufnagel, 1766)",SPECIES,ACCEPTED,Animalia,"8317287: Parastichtis monoglypha (Hufnagel, 1766) | 9512851: Hadena monoglypha (Hufnagel, 1766)"
1796169,"Apamea crenata (Hufnagel, 1766)",SPECIES,ACCEPTED,Animalia,"10259680: Hadena rurea (Fabricius, 1775) | 10410882: Parastichtis rurea (Fabricius, 1775)"
1796463,"Calophasia lunula Hufnagel, 1766",SPECIES,ACCEPTED,Animalia,"1796463: Calophasia lunula Hufnagel, 1766"
1796666,"Hydraecia petasitis Doubleday, 1847",SPECIES,ACCEPTED,Animalia,"9299634: Hydroecia petasitis Doubleday, 1847"
1796678,"Hydraecia micacea Esper, 1789",SPECIES,ACCEPTED,Animalia,"4301088: Hydroecia micacea (Esper, 1789)"
1796867,"Hyssia cavernosa Eversmann, 1842",SPECIES,ACCEPTED,Animalia,"1796867: Hyssia cavernosa Eversmann, 1842"
1797178,"Catocala promissa (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1797178: Catocala promissa (Denis & Schiffermüller), 1775"
1797258,"Catocala nupta Linnaeus, 1767",SPECIES,ACCEPTED,Animalia,"1797258: Catocala nupta Linnaeus, 1767"
1797276,Catocala elocata Esper,SPECIES,ACCEPTED,Animalia,1797276: Catocala elocata Esper
1797367,"Catocala sponsa Linnaeus, 1767",SPECIES,ACCEPTED,Animalia,"1797367: Catocala sponsa Linnaeus, 1767 | 5111871: Mormonia sponsa (Linnaeus, 1767)"
1797374,"Catocala pacta Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1797374: Catocala pacta Linnaeus, 1758"
1797479,"Catocala fraxini Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1797479: Catocala fraxini Linnaeus, 1758"
1797759,"Eublemma respersa Hübner, 1790",SPECIES,ACCEPTED,Animalia,"9530063: Thalpochares respersa (Hübner, 1790)"
1798346,"Trisateles emortualis (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1798346: Trisateles emortualis (Denis & Schiffermüller), 1775"
1798372,"Hyppa rectilinea (Esper, 1788)",SPECIES,ACCEPTED,Animalia,"1798372: Hyppa rectilinea (Esper, 1788)"
1798408,"Euclidia glyphica Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1798408: Euclidia glyphica Linnaeus, 1758"
1798449,"Scoliopteryx libatrix Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1798449: Scoliopteryx libatrix Linnaeus, 1758"
1798504,"Dysgonia algira Linnaeus, 1767",SPECIES,ACCEPTED,Animalia,"1798504: Dysgonia algira Linnaeus, 1767 | 9399568: Grammodes algira (Linnaeus, 1767)"
1798594,"Hypena rostralis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1798594: Hypena rostralis (Linnaeus, 1758)"
1798807,"Hypena proboscidalis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1798807: Hypena proboscidalis (Linnaeus, 1758)"
1798916,"Orthosia gracilis (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1798916: Orthosia gracilis (Denis & Schiffermüller), 1775"
1798931,Orthosia opima Hübner,SPECIES,ACCEPTED,Animalia,1798931: Orthosia opima Hübner
1798971,"Orthosia populeti Fabricius, 1781",SPECIES,ACCEPTED,Animalia,"1798971: Orthosia populeti Fabricius, 1781"
1798974,"Orthosia gothica Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1798974: Orthosia gothica Linnaeus, 1758 | 8269431: Monima gothica (Linnaeus, 1758) | 9493095: Taeniocampa gothica (Linnaeus, 1758)"
1798984,"Orthosia cerasi Fabricius, 1775",SPECIES,ACCEPTED,Animalia,"1798984: Orthosia cerasi Fabricius, 1775 | 7940765: Monima stabilis (Denis & Schiffermüller, 1775) | 9392389: Taeniocampa stabilis (Denis & Schiffermüller, 1775)"
1799132,"Orthosia miniosa (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1799132: Orthosia miniosa (Denis & Schiffermüller), 1775 | 7561020: Monima miniosa (Denis & Schiffermüller, 1775) | 9586302: Taeniocampa miniosa (Denis & Schiffermüller, 1775)"
1799135,"Orthosia incerta Hufnagel, 1766",SPECIES,ACCEPTED,Animalia,"1799135: Orthosia incerta Hufnagel, 1766 | 7808314: Taeniocampa incerta (Hufnagel, 1766) | 8394258: Monima incerta (Hufnagel, 1766)"
1799701,"Pseudeustrotia candidula (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1799701: Pseudeustrotia candidula (Denis & Schiffermüller), 1775 | 9540767: Eustrotia candidula (Denis & Schiffermüller, 1775)"
1799708,"Hypenodes humidalis Doubleday, 1850",SPECIES,ACCEPTED,Animalia,"1799708: Hypenodes humidalis Doubleday, 1850"
1799799,"Panemeria tenebrata (Scopoli, 1763)",SPECIES,ACCEPTED,Animalia,"1799799: Panemeria tenebrata (Scopoli, 1763)"
1800004,"Moma alpium (Osbeck, 1778)",SPECIES,ACCEPTED,Animalia,"1800001: Moma ludifica Sepp, 1762 | 1800004: Moma alpium (Osbeck, 1778) | 12058236: Diphtera alpium (Osbeck, 1778)"
1800032,"Panthea coenobita (Esper, 1785)",SPECIES,ACCEPTED,Animalia,"1800032: Panthea coenobita (Esper, 1785)"
1800145,"Trichosea ludifica (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1800145: Trichosea ludifica (Linnaeus, 1758)"
1801051,"Bena bicolorana (Füssly, 1775)",SPECIES,ACCEPTED,Animalia,"1801051: Bena bicolorana (Füssly, 1775)"
1801896,"Nola cucullatella (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1801896: Nola cucullatella (Linnaeus, 1758)"
1802280,"Pseudoips prasinana (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"7572178: Hylophila prasinana (Linnaeus, 1758)"
1803012,"Earias vernana (Fabricius, 1787)",SPECIES,ACCEPTED,Animalia,"1803012: Earias vernana (Fabricius, 1787)"
1803073,"Earias clorana (Linnaeus, 1761)",SPECIES,ACCEPTED,Animalia,"1803073: Earias clorana (Linnaeus, 1761) | 9283919: Earias chlorana (Linnaeus, 1761)"
1803163,"Utetheisa pulchella Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1803163: Utetheisa pulchella Linnaeus, 1758 | 9490883: Deiopeia pulchella (Linnaeus, 1758)"
1804071,"Phragmatobia fuliginosa (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1803963: Phragmatobia pulverulenta Alphéraky, 1889 | 1804071: Phragmatobia fuliginosa (Linnaeus, 1758)"
1804906,"Cybosia mesomella (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1804906: Cybosia mesomella (Linnaeus, 1758)"
1805155,"Ocnogyna parasita Hübner, 1790",SPECIES,ACCEPTED,Animalia,"1805155: Ocnogyna parasita Hübner, 1790"
1807969,"Paidia rica (Freyer, 1858)",SPECIES,ACCEPTED,Animalia,"5115527: Paidia murina Hübner, 1790"
1808752,"Parasemia plantaginis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1808752: Parasemia plantaginis (Linnaeus, 1758)"
1810099,"Atolmis rubricollis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"9561878: Gnophria rubricollis (Linnaeus, 1758)"
1812394,"Spilosoma urticae Esper, 1789",SPECIES,ACCEPTED,Animalia,"1812394: Spilosoma urticae Esper, 1789"
1813114,"Miltochrista miniata (Forster, 1771)",SPECIES,ACCEPTED,Animalia,"1813114: Miltochrista miniata (Forster, 1771)"
1814552,"Cymbalophora pudica (Esper, 1784)",SPECIES,ACCEPTED,Animalia,"9440705: Euprepia pudica (Esper, 1785)"
1816881,"Hyphoraia aulica (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1816881: Hyphoraia aulica (Linnaeus, 1758)"
1817797,"Hyphantria cunea (Drury, 1773)",SPECIES,ACCEPTED,Animalia,"1817797: Hyphantria cunea (Drury, 1773)"
1819145,"Calliteara pudibunda Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"9533733: Dasychira pudibunda (Linnaeus, 1758)"
1819660,"Clethrogyna ericae Germar, 1825",SPECIES,ACCEPTED,Animalia,"8130690: Orgyia ericae (Germar, 1824)"
1819699,"Ocneria rubea (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1819699: Ocneria rubea (Denis & Schiffermüller), 1775"
1819873,"Orgyia antiqua (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1819873: Orgyia antiqua (Linnaeus, 1758) | 11369710: Orgyia gonostigma (Scopoli, 1763)"
1820039,"Leucoma salicis Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"4301315: Stilpnotia salicis (Linnaeus, 1758)"
1820372,"Lymantria monacha Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1820372: Lymantria monacha Linnaeus, 1758"
1820406,"Lymantria dispar Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1820406: Lymantria dispar Linnaeus, 1758"
1820452,"Lymantria disparina Hering, 1926",SPECIES,ACCEPTED,Animalia,"1820452: Lymantria disparina Hering, 1926"
1820918,"Dasychira abietis (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1820918: Dasychira abietis (Denis & Schiffermüller), 1775"
1820939,"Dasychira fascelina Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1820939: Dasychira fascelina Linnaeus, 1758"
1821856,"Euproctis chrysorrhoea Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1821856: Euproctis chrysorrhoea Linnaeus, 1758"
1821911,"Euproctis similis (Fuessly, 1775)",SPECIES,ACCEPTED,Animalia,"9326428: Porthesia similis (Fuessly, 1775)"
1822120,"Gynaephora selenitica Esper, 1789",SPECIES,ACCEPTED,Animalia,"6121997: Dasychira selenitica (Esper, 1789)"
1822346,"Peridea anceps (Goeze, 1781)",SPECIES,ACCEPTED,Animalia,"9356194: Notodonta trepida (Esper, 1786) | 9410864: Notodonta anceps (Goeze, 1781)"
1822587,"Furcula bifida (Brahm, 1787)",SPECIES,ACCEPTED,Animalia,"9337302: Cerura bifida (Brahm, 1787)"
1822610,"Furcula furcula (Clerck, 1759)",SPECIES,ACCEPTED,Animalia,"9409349: Cerura furcula (Clerck, 1759)"
1822787,"Clostera anastomosis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"12153901: Pygaera anastomosis (Linnaeus, 1758)"
1822796,"Clostera curtula (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"9395762: Pygaera curtula (Linnaeus, 1758)"
1822819,"Clostera pigra (Hufnagel, 1766)",SPECIES,ACCEPTED,Animalia,"10591663: Pygaera pigra (Hufnagel, 1766)"
1822830,"Clostera anachoreta (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"9371183: Pygaera anachoreta (Denis & Schiffermüller, 1775)"
1823726,"Harpyia milhauseri (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"9450103: Hoplitis milhauseri (Fabricius, 1775)"
1825064,"Pterostoma palpina (Clerck, 1759)",SPECIES,ACCEPTED,Animalia,"1825064: Pterostoma palpina (Clerck, 1759)"
1825077,"Notodonta dromedarius (Linnaeus, 1767)",SPECIES,ACCEPTED,Animalia,"1825077: Notodonta dromedarius (Linnaeus, 1767)"
1825156,"Cerura vinula Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"7447589: Dicranura vinula (Linnaeus, 1758)"
1825176,"Cerura erminea (Esper, 1783)",SPECIES,ACCEPTED,Animalia,"8271998: Dicranura erminea (Esper, 1783)"
1825179,"Cerura laeta Fabricius, 1775",SPECIES,ACCEPTED,Animalia,"1825170: Cerura bicuspis Staudinger, 1887"
1825539,"Leucodonta bicoloria (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1825539: Leucodonta bicoloria (Denis & Schiffermüller), 1775"
1825971,"Pheosia gnoma Fabricius, 1776",SPECIES,ACCEPTED,Animalia,"1825989: Pheosia dictaeoides (Esper, 1789)"
1825983,"Pheosia tremula (Clerck, 1759)",SPECIES,ACCEPTED,Animalia,"1825983: Pheosia tremula (Clerck, 1759)"
1826022,"Odontosia carmelita (Esper, 1799)",SPECIES,ACCEPTED,Animalia,"1826022: Odontosia carmelita (Esper, 1799)"
1827125,"Gluphisia crenata (Esper, 1785)",SPECIES,ACCEPTED,Animalia,"1827125: Gluphisia crenata (Esper, 1785)"
1827645,"Spatalia argentina (Denis & Schiffermüller), 1776",SPECIES,ACCEPTED,Animalia,"1827645: Spatalia argentina (Denis & Schiffermüller), 1776"
1828162,"Ptilodon capucina (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"7755240: Lophopteryx camelina (Linnaeus, 1758)"
1828637,"Hepialus humuli (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1828637: Hepialus humuli (Linnaeus, 1758)"
1853552,"Megalophanes stetinensis (Hering, 1846)",SPECIES,ACCEPTED,Animalia,"12165083: Psyche viadrina Staudinger, 1871"
1853593,"Acanthopsyche atra (Linnaeus, 1767)",SPECIES,ACCEPTED,Animalia,"1853597: Acanthopsyche opacella (Herrich-Schäffer, 1846)"
1854347,"Epichnopterix plumella (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1854341: Epichnopterix pulla (Esper, 1785) | 9462461: Epichnopteryx pulla (Esper, 1785)"
1854504,"Rebelia plumella (Ochsenheimer, 1810)",SPECIES,ACCEPTED,Animalia,"1854512: Rebelia herrichiella Strand, 1912"
1861395,"Endromis versicolora (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1861395: Endromis versicolora (Linnaeus, 1758)"
1861510,"Acherontia atropos Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1861510: Acherontia atropos Linnaeus, 1758"
1861644,"Agrius convolvuli Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"9372664: Protoparce convolvuli (Linnaeus, 1758) | 9588330: Herse convolvuli (Linnaeus, 1758)"
1861673,"Marumba quercus (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1861673: Marumba quercus (Denis & Schiffermüller), 1775"
1861797,"Hemaris fuciformis Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1861797: Hemaris fuciformis Linnaeus, 1758 | 9569895: Haemorrhagia fuciformis (Linnaeus, 1758)"
1861862,"Hemaris tityus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1861819: Hemaris scabiosae Zeller, 1869 | 9261471: Haemorrhagia tityus (Linnaeus, 1758)"
1862293,"Hippotion celerio Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"9634578: Chaerocampa celerio (Linnaeus, 1758)"
1862401,"Daphnis nerii Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"9588812: Deilephila nerii (Linnaeus, 1758)"
1862580,"Smerinthus ocellata Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1862580: Smerinthus ocellata Linnaeus, 1758"
1862701,"Hyles vespertilio Esper, 1780",SPECIES,ACCEPTED,Animalia,"10358824: Deilephila vespertilio (Esper, 1780)"
1862719,"Hyles euphorbiae Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"9418015: Deilephila euphorbiae (Linnaeus, 1758) | 9541291: Celerio euphorbiae (Linnaeus, 1758)"
1862765,"Hyles livornica Esper, 1780",SPECIES,ACCEPTED,Animalia,"10176110: Celerio livornica (Esper, 1779)"
1862774,"Hyles hippophaes Esper, 1789",SPECIES,ACCEPTED,Animalia,"9274747: Deilephila hippophaes (Esper, 1789) | 9584132: Celerio hippophaes (Esper, 1789)"
1862837,"Hyles gallii von Rottemburg, 1775",SPECIES,ACCEPTED,Animalia,"4526838: Celerio gallii (Rottemburg, 1775) | 4526846: Deilephila galii Kirby, 1892"
1862841,"Hyles lineata Fabricius, 1775",SPECIES,ACCEPTED,Animalia,"9304808: Deilephila lineata (Fabricius, 1775)"
1862894,Hyles dahlii Geyer,SPECIES,ACCEPTED,Animalia,"4526835: Celerio balearica Rebel, 1926"
1864161,"Proserpinus proserpina Pallas, 1772",SPECIES,ACCEPTED,Animalia,"1864161: Proserpinus proserpina Pallas, 1772"
1864358,"Deilephila porcellus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"12051776: Metopsilus porcellus (Linnaeus, 1758)"
1864377,"Deilephila elpenor Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"9452700: Pergesa elpenor (Linnaeus, 1758) | 9506066: Chaerocampa elpenor (Linnaeus, 1758)"
1864652,"Macroglossum stellatarum Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1864652: Macroglossum stellatarum Linnaeus, 1758 | 9623521: Macroglossa stellatarum (Linnaeus, 1758)"
1866556,"Antheraea pernyi Guérin-Méneville, 1855",SPECIES,ACCEPTED,Animalia,"1866556: Antheraea pernyi Guérin-Méneville, 1855"
1867820,"Saturnia pavonia Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1867820: Saturnia pavonia Linnaeus, 1758 | 7408274: Eudia pavonia (Linnaeus, 1758)"
1867829,"Saturnia spini (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1867829: Saturnia spini (Denis & Schiffermüller), 1775"
1867928,"Saturnia pyri (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1867928: Saturnia pyri (Denis & Schiffermüller), 1775"
1868664,"Bombyx mori Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1868664: Bombyx mori Linnaeus, 1758"
1869775,"Hypochalcia lignella (Hübner, 1796)",SPECIES,ACCEPTED,Animalia,"1869775: Hypochalcia lignella (Hübner, 1796)"
1869803,"Hypochalcia ahenella (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1869803: Hypochalcia ahenella (Denis & Schiffermüller), 1775"
1869805,"Hypochalcia dignella Hübner, 1796",SPECIES,ACCEPTED,Animalia,"1869805: Hypochalcia dignella Hübner, 1796"
1870202,"Anerastia lotella Hübner, 1813",SPECIES,ACCEPTED,Animalia,"1870202: Anerastia lotella Hübner, 1813"
1870249,"Aphomia zelleri de Joannis, 1932",SPECIES,ACCEPTED,Animalia,"11083367: Melissoblaptes bipunctanus Zeller, 1848"
1870250,"Aphomia sociella (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1870250: Aphomia sociella (Linnaeus, 1758)"
1870988,"Achroia grisella (Fabricius, 1794)",SPECIES,ACCEPTED,Animalia,"1870988: Achroia grisella (Fabricius, 1794)"
1871826,"Eccopisa effractella Zeller, 1848",SPECIES,ACCEPTED,Animalia,"1871826: Eccopisa effractella Zeller, 1848"
1872368,"Cataclysta lemnata Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1872368: Cataclysta lemnata Linnaeus, 1758"
1873079,"Plodia interpunctella (Hübner, 1813)",SPECIES,ACCEPTED,Animalia,"1873079: Plodia interpunctella (Hübner, 1813)"
